data-crawl/barbell biceps curl/barbell biceps curl_14.mp4	0
data-crawl/barbell biceps curl/barbell biceps curl_11.mp4	0
data-crawl/barbell biceps curl/barbell biceps curl_0.mp4	0
data-crawl/barbell biceps curl/barbell biceps curl_5.mp4	0
data-crawl/barbell biceps curl/barbell biceps curl_9.mp4	0
data-crawl/barbell biceps curl/barbell biceps curl_6.mp4	0
data-crawl/bench press/bench press_11.mp4	1
data-crawl/bench press/incline bench press_8.mp4	1
data-crawl/bench press/bench press_1.mp4	1
data-crawl/bench press/incline bench press_6.mp4	1
data-crawl/bench press/bench press_16.mp4	1
data-crawl/chest fly machine/chest fly machine_5.mp4	2
data-crawl/chest fly machine/chest fly machine_18.mp4	2
data-crawl/chest fly machine/chest fly machine_15.mp4	2
data-crawl/chest fly machine/chest fly machine_10.mp4	2
data-crawl/chest fly machine/chest fly machine_3.mp4	2
data-crawl/chest fly machine/chest fly machine_9.mp4	2
data-crawl/deadlift/deadlift_3.mp4	3
data-crawl/deadlift/deadlift_9.mp4	3
data-crawl/deadlift/deadlift_18.mp4	3
data-crawl/deadlift/deadlift_8.mp4	3
data-crawl/deadlift/deadlift_15.mp4	3
data-crawl/decline bench press/d4.mp4	4
data-crawl/decline bench press/decline bench press_7.mp4	4
data-crawl/decline bench press/d7.mp4	4
data-crawl/decline bench press/d3.mp4	4
data-crawl/hammer curl/hammer curl_4.mp4	5
data-crawl/hammer curl/hammer curl_6.mp4	5
data-crawl/hammer curl/hammer curl_5.mp4	5
data-crawl/hammer curl/hammer curl_9.mp4	5
data-crawl/hammer curl/hammer curl_14.mp4	5
data-crawl/hammer curl/hammer curl_10.mp4	5
data-crawl/hip thrust/hip thrust_0.mp4	6
data-crawl/hip thrust/hip thrust_8.mp4	6
data-crawl/hip thrust/1.mp4	6
data-crawl/hip thrust/hip thrust_1.mp4	6
data-crawl/incline bench press/1.mp4	7
data-crawl/incline bench press/2.mp4	7
data-crawl/incline bench press/incline bench press_10.mp4	7
data-crawl/incline bench press/bench press_13.mp4	7
data-crawl/lat pulldown/lat pulldown_3.mp4	8
data-crawl/lat pulldown/lat pulldown_12.mp4	8
data-crawl/lat pulldown/lat pulldown_11.mp4	8
data-crawl/lat pulldown/lat pulldown_1.mp4	8
data-crawl/lateral raise/lateral raise_4.mp4	9
data-crawl/lateral raise/lateral raise_3.mp4	9
data-crawl/leg extension/leg extension_2.mp4	10
data-crawl/leg extension/leg extension_4.mp4	10
data-crawl/leg extension/leg extension_5.mp4	10
data-crawl/leg extension/leg extension_10.mp4	10
data-crawl/leg raises/3.mp4	11
data-crawl/leg raises/leg raises_5.mp4	11
data-crawl/leg raises/leg raises_8.mp4	11
data-crawl/leg raises/leg raises_10.mp4	11
data-crawl/leg raises/leg raises_2.mp4	11
data-crawl/plank/plank_0.mp4	12
data-crawl/plank/3.mp4	12
data-crawl/plank/plank_3.mp4	12
data-crawl/plank/plank_2.mp4	12
data-crawl/plank/4.mp4	12
data-crawl/pull Up/pull up_2.mp4	13
data-crawl/pull Up/3.mp4	13
data-crawl/pull Up/pull up_5.mp4	13
data-crawl/pull Up/1.mp4	13
data-crawl/push-up/push-up_6.mp4	14
data-crawl/push-up/push-up_7.mp4	14
data-crawl/push-up/push-up_8.mp4	14
data-crawl/romanian deadlift/romanian deadlift_5.mp4	15
data-crawl/romanian deadlift/romanian deadlift_11.mp4	15
data-crawl/romanian deadlift/romanian deadlift_10.mp4	15
data-crawl/romanian deadlift/2.mp4	15
data-crawl/russian twist/russian twist_1.mp4	16
data-crawl/russian twist/russian twist_2.mp4	16
data-crawl/russian twist/russian twist_8.mp4	16
data-crawl/russian twist/russian twist_7.mp4	16
data-crawl/russian twist/russian twist_9.mp4	16
data-crawl/shoulder press/shoulder press_1.mp4	17
data-crawl/shoulder press/shoulder press_5.mp4	17
data-crawl/shoulder press/shoulder press_3.mp4	17
data-crawl/squat/squat_4.mp4	18
data-crawl/squat/squat_6.mp4	18
data-crawl/squat/squat_5.mp4	18
data-crawl/t bar row/t bar row_10.mp4	19
data-crawl/t bar row/t bar row_17.mp4	19
data-crawl/t bar row/t bar row_2.mp4	19
data-crawl/t bar row/t bar row_4.mp4	19
data-crawl/t bar row/t bar row_5.mp4	19
data-crawl/t bar row/t bar row_18.mp4	19
data-crawl/tricep Pushdown/tricep pushdown_8.mp4	20
data-crawl/tricep Pushdown/tricep pushdown_7.mp4	20
data-crawl/tricep Pushdown/tricep pushdown_9.mp4	20
data-crawl/tricep dips/tricep dips_9.mp4	21
